	dataset	chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize25	ValidConnection	CellType	Reference	Regulated	orientation	distance	distanceClass	binStart	binEnd	ENFORMER_score
2240	FlowFISH_K562	chr3	128080222	128080742	SEC61A1|chr3:127799065-127799585:*	-0.05418909	chr3	128051641	128051642	SEC61A1	False	0.911219523997	0.999957209326	True	K562	Fulco2019	False	False	29101	0	671	676	0.004871673
2415	FlowFISH_K562	chr3	128680502	128681002	RAB7A|chr3:128399345-128399845:*	-0.06363517	chr3	128726122	128726123	RAB7A	False	0.819906152325	0.995831965155	True	K562	Fulco2019	False	True	45620	0	91	96	0.3300658
2416	FlowFISH_K562	chr3	128680502	128681002	RPN1|chr3:128399345-128399845:*	-0.06613974	chr3	128681074	128681075	RPN1	False	0.142362018638	1.0	True	K562	Fulco2019	False	True	572	0	443	448	0.09487502
2420	FlowFISH_K562	chr3	128723222	128723762	RAB7A|chr3:128442065-128442605:*	-0.18367001	chr3	128726122	128726123	RAB7A	False	0.13044114282	0.917958779003	True	K562	Fulco2019	False	True	2900	0	425	430	0.09832795
2421	FlowFISH_K562	chr3	128723222	128723762	RPN1|chr3:128442065-128442605:*	0.03127904	chr3	128681074	128681075	RPN1	False	0.946246070925	0.999999999975	True	K562	Fulco2019	False	False	42688	0	777	782	0.0055310605
2542	FlowFISH_K562	chr3	129211722	129212222	CNBP|chr3:128930565-128931065:*	-0.03003852	chr3	129183921	129183922	CNBP	False	0.987061900069	0.999999999993	True	K562	Fulco2019	False	False	28301	0	665	670	0.12674524
2547	FlowFISH_K562	chr3	129226302	129226842	CNBP|chr3:128945145-128945685:*	-0.04031273	chr3	129183921	129183922	CNBP	False	0.987061900069	0.999928762503	True	K562	Fulco2019	False	False	42921	0	779	784	0.18212149
2551	FlowFISH_K562	chr3	129229122	129229642	CNBP|chr3:128947965-128948485:*	-0.007358	chr3	129183921	129183922	CNBP	False	0.999866357175	0.999951917475	True	K562	Fulco2019	False	False	45721	0	801	806	0.26263723
2556	FlowFISH_K562	chr3	129230182	129231102	CNBP|chr3:128949025-128949945:*	-0.08919579	chr3	129183921	129183922	CNBP	False	0.987061900069	0.873799423041	True	K562	Fulco2019	False	False	47181	0	809	817	0.118748814
2560	FlowFISH_K562	chr3	129238862	129239382	CNBP|chr3:128957705-128958225:*	0.01026889	chr3	129183921	129183922	CNBP	False	0.999866357175	0.9455337829	True	K562	Fulco2019	False	False	55461	0	877	882	0.09272238
2570	FlowFISH_K562	chr3	129279522	129280062	H1FX|chr3:128998365-128998905:*	-0.057740659	chr3	129316276	129316277	H1FX	False	0.370648142974	0.999999999967	True	K562	Fulco2019	False	True	36754	0	160	166	0.22360152
2575	FlowFISH_K562	chr3	129305622	129306122	H1FX|chr3:129024465-129024965:*	-0.149117083	chr3	129316276	129316277	H1FX	True	5.30372416473e-08	1.0	True	K562	Fulco2019	True	True	10654	0	364	369	0.35495538
2584	FlowFISH_K562	chr3	129327442	129327942	H1FX|chr3:129046285-129046785:*	-0.060983842	chr3	129316276	129316277	H1FX	False	0.666051957357	0.999999584126	True	K562	Fulco2019	False	False	11666	0	535	540	0.2018489
2589	FlowFISH_K562	chr3	129328602	129329102	H1FX|chr3:129047445-129047945:*	-0.053944553	chr3	129316276	129316277	H1FX	False	0.666051957357	0.999999747976	True	K562	Fulco2019	False	False	12826	0	544	549	0.09203859
2594	FlowFISH_K562	chr3	129344482	129344982	H1FX|chr3:129063325-129063825:*	-0.018554167	chr3	129316276	129316277	H1FX	False	0.856787220391	1.0	True	K562	Fulco2019	False	False	28706	0	668	673	0.17087564
2598	FlowFISH_K562	chr3	129361022	129361522	H1FX|chr3:129079865-129080365:*	-0.04794726	chr3	129316276	129316277	H1FX	False	0.888949432708	0.848484760142	True	K562	Fulco2019	False	False	45246	0	797	802	0.07227127
2811	FlowFISH_K562	chr6	37183271	37183514	PIM1|chr6:37151047-37151290:*	-0.888781235	chr6	37170203	37170204	PIM1	True	3.92e-09		True	K562	Xie2017	True	False	13311	0	550	552	1.0018914
2817	FlowFISH_K562	chr8	127724639	127727139	MYC|chr8:128736885-128739385:*	-0.02892406	chr8	127735434	127735435	MYC	False	0.45143915655	1.0	True	K562	Fulco2016	False	True	10795	0	363	384	0.04534597
2818	FlowFISH_K562	chr8	127727699	127730239	MYC|chr8:128739945-128742485:*	-0.0065740699999999	chr8	127735434	127735435	MYC	False	0.862189595835	1.0	True	K562	Fulco2016	False	True	7735	0	387	408	0.060059536
2819	FlowFISH_K562	chr8	127745099	127747659	MYC|chr8:128757345-128759905:*	0.01152757	chr8	127735434	127735435	MYC	False	0.362358864619	1.0	True	K562	Fulco2016	False	False	12225	0	523	544	0.041265417
2820	FlowFISH_K562	chr8	127758479	127760979	MYC|chr8:128770725-128773225:*	0.00812488	chr8	127735434	127735435	MYC	False	0.488892309586	1.0	True	K562	Fulco2016	False	False	25545	0	628	648	0.22590986
2821	FlowFISH_K562	chr8	127775559	127778059	MYC|chr8:128787805-128790305:*	0.00645503	chr8	127735434	127735435	MYC	False	0.592892548946	1.0	True	K562	Fulco2016	False	False	42625	0	761	782	0.024897525
3326	FlowFISH_K562	chrX	48736361	48736858	GATA1|chrX:48594765-48595265:*	-0.00353842	chrX	48786554	48786555	GATA1	False	0.966121062391	0.999999961527	True	K562	Fulco2019	False	True	50193	0	55	60	0.03809489
3330	FlowFISH_K562	chrX	48737018	48737918	GATA1|chrX:48595425-48596325:*	-0.02914425	chrX	48786554	48786555	GATA1	False	0.953750080879	1.0	True	K562	Fulco2019	False	True	49536	0	61	69	0.32904446
3334	FlowFISH_K562	chrX	48739038	48739538	GATA1|chrX:48597445-48597945:*	-0.0563395	chrX	48786554	48786555	GATA1	False	0.966121062391	0.999999705561	True	K562	Fulco2019	False	True	47516	0	76	81	0.020784358
3338	FlowFISH_K562	chrX	48752502	48753002	GATA1|chrX:48610905-48611405:*	-0.00853518	chrX	48786554	48786555	GATA1	False	0.966121062391	1.0	True	K562	Fulco2019	False	True	34052	0	181	186	0.121479794
3339	FlowFISH_K562	chrX	48752502	48753002	HDAC6|chrX:48610905-48611405:*	0.024459559	chrX	48801377	48801378	HDAC6	False	0.893183833972	0.999999995575	True	K562	Fulco2019	False	True	48875	0	66	71	0.03686293
3342	FlowFISH_K562	chrX	48764921	48765461	GATA1|chrX:48623325-48623865:*	-0.02316793	chrX	48786554	48786555	GATA1	False	0.966121062391	0.999999999985	True	K562	Fulco2019	False	True	21633	0	278	284	0.070575655
3343	FlowFISH_K562	chrX	48764921	48765461	HDAC6|chrX:48623325-48623865:*	0.022491852	chrX	48801377	48801378	HDAC6	False	0.944354337016	0.998958460447	True	K562	Fulco2019	False	True	36456	0	163	168	0.033641964
3346	FlowFISH_K562	chrX	48765501	48766060	GATA1|chrX:48623905-48624465:*	-0.07563027	chrX	48786554	48786555	GATA1	False	0.297711815973	1.0	True	K562	Fulco2019	False	True	21053	0	283	288	0.1423991
3347	FlowFISH_K562	chrX	48765501	48766060	HDAC6|chrX:48623905-48624465:*	-0.069740826	chrX	48801377	48801378	HDAC6	False	0.578029365875	0.999999857571	True	K562	Fulco2019	False	True	35876	0	167	173	0.03275017
3350	FlowFISH_K562	chrX	48770189	48771169	GATA1|chrX:48628605-48629585:*	-0.05979141	chrX	48786554	48786555	GATA1	False	0.150542433561	1.0	True	K562	Fulco2019	False	True	16365	0	320	328	0.12308642
3351	FlowFISH_K562	chrX	48770189	48771169	HDAC6|chrX:48628605-48629585:*	-0.04824602	chrX	48801377	48801378	HDAC6	False	0.565093392619	1.0	True	K562	Fulco2019	False	True	31188	0	204	213	0.09834511
3354	FlowFISH_K562	chrX	48776950	48777470	GATA1|chrX:48635365-48635885:*	-0.0749079	chrX	48786554	48786555	GATA1	False	0.527542006862	1.0	True	K562	Fulco2019	False	True	9604	0	372	378	0.21704125
3355	FlowFISH_K562	chrX	48776950	48777470	HDAC6|chrX:48635365-48635885:*	-0.000433424	chrX	48801377	48801378	HDAC6	False	0.982819920628	0.999521696797	True	K562	Fulco2019	False	True	24427	0	257	262	0.14231881
3358	FlowFISH_K562	chrX	48779350	48779850	GATA1|chrX:48637765-48638265:*	-0.06771297	chrX	48786554	48786555	GATA1	False	0.953750080879	0.999737103097	True	K562	Fulco2019	False	True	7204	0	391	396	0.1847326
3363	FlowFISH_K562	chrX	48782964	48783085	HDAC6|chrX:48641372-48641493:*	-0.42	chrX	48801377	48801378	HDAC6	True		1.0	True	K562	Fulco2016	True	True	18413	0	304	306	0.54434323
3364	FlowFISH_K562	chrX	48784617	48785277	GATA1|chrX:48643025-48643685:*	-0.18712737	chrX	48786554	48786555	GATA1	True	5.5396347061900016e-18	1.0	True	K562	Fulco2019	True	True	1937	0	432	439	0.4040204
3365	FlowFISH_K562	chrX	48784617	48785277	HDAC6|chrX:48643025-48643685:*	0.086367953	chrX	48801377	48801378	HDAC6	True	0.0333221400778	1.0	True	K562	Fulco2019	False	True	16760	0	317	323	0.036777932
3368	FlowFISH_K562	chrX	48789397	48789977	HDAC6|chrX:48647805-48648385:*	0.068731569	chrX	48801377	48801378	HDAC6	False	0.314545354635	0.999999999997	True	K562	Fulco2019	False	True	11980	0	354	359	0.081311
3371	FlowFISH_K562	chrX	48793298	48793798	HDAC6|chrX:48651705-48652205:*	0.046750278	chrX	48801377	48801378	HDAC6	False	0.665246513502	0.99999998387	True	K562	Fulco2019	False	True	8079	0	384	389	0.1720638
3374	FlowFISH_K562	chrX	48794198	48794758	HDAC6|chrX:48652605-48653165:*	0.013173327	chrX	48801377	48801378	HDAC6	False	0.944354337016	0.999999999996	True	K562	Fulco2019	False	True	7179	0	391	397	0.22499311
3377	FlowFISH_K562	chrX	48794818	48795318	HDAC6|chrX:48653225-48653725:*	-0.062259787	chrX	48801377	48801378	HDAC6	False	0.578029365875	0.999994426852	True	K562	Fulco2019	False	True	6559	0	396	401	0.34685645
3380	FlowFISH_K562	chrX	48798238	48798738	GATA1|chrX:48656645-48657145:*	-0.05867424	chrX	48786554	48786555	GATA1	False	0.858038166634	1.0	True	K562	Fulco2019	False	False	12184	0	539	544	0.26211563
3381	FlowFISH_K562	chrX	48798238	48798738	HDAC6|chrX:48656645-48657145:*	0.042584419	chrX	48801377	48801378	HDAC6	False	0.851449170158	0.959838648932	True	K562	Fulco2019	False	True	3139	0	423	428	0.13483009
3386	FlowFISH_K562	chrX	48800621	48800667	GATA1|chrX:48659028-48659074:*	-0.33	chrX	48786554	48786555	GATA1	True		1.0	True	K562	Fulco2016	True	False	14113	0	557	559	0.49223465
3387	FlowFISH_K562	chrX	48800621	48800667	HDAC6|chrX:48659028-48659074:*	-0.22	chrX	48801377	48801378	HDAC6	True		0.999947089	True	K562	Fulco2016	True	True	756	0	442	443	0.46375147
3388	FlowFISH_K562	chrX	48812278	48812778	GATA1|chrX:48670685-48671185:*	-0.0345671	chrX	48786554	48786555	GATA1	False	0.966121062391	0.999999995167	True	K562	Fulco2019	False	False	26224	0	648	653	0.13441046
3391	FlowFISH_K562	chrX	48833655	48834215	GATA1|chrX:48692065-48692625:*	-0.04264736	chrX	48786554	48786555	GATA1	False	0.953750080879	1.0	True	K562	Fulco2019	False	False	47661	0	815	821	0.1292045
3392	FlowFISH_K562	chrX	48833655	48834215	HDAC6|chrX:48692065-48692625:*	-0.025911487	chrX	48801377	48801378	HDAC6	False	0.940100139069	0.999988637288	True	K562	Fulco2019	False	False	32838	0	700	705	0.101352885
3395	FlowFISH_K562	chrX	48841664	48842164	GATA1|chrX:48700065-48700565:*	0.21326129	chrX	48786554	48786555	GATA1	True	0.0015245789062399	0.786859034882	True	K562	Fulco2019	False	False	55610	0	878	883	0.033458438
3402	FlowFISH_K562	chrX	48864144	48864644	PQBP1|chrX:48722545-48723045:*	-0.00868559	chrX	48897912	48897913	PQBP1	False	0.970127145119	0.999999931118	True	K562	Fulco2019	False	True	33768	0	184	189	0.14814788
3409	FlowFISH_K562	chrX	48883606	48884126	PQBP1|chrX:48742005-48742525:*	-0.03613916	chrX	48897912	48897913	PQBP1	False	0.880853730406	0.999728238304	True	K562	Fulco2019	False	True	14306	0	336	341	0.09304981
3413	FlowFISH_K562	chrX	48890322	48890862	PQBP1|chrX:48747605-48748145:*	-0.04548812	chrX	48897912	48897913	PQBP1	False	0.659287558738	0.999999999999	True	K562	Fulco2019	False	True	7590	0	388	393	0.19980885
3417	FlowFISH_K562	chrX	48891522	48892042	PQBP1|chrX:48748805-48749325:*	-0.03082226	chrX	48897912	48897913	PQBP1	False	0.761776647951	1.0	True	K562	Fulco2019	False	True	6390	0	398	403	0.2901817
3421	FlowFISH_K562	chrX	48917188	48917688	PQBP1|chrX:48774465-48774965:*	0.00929472	chrX	48897912	48897913	PQBP1	False	0.961017921696	1.0	True	K562	Fulco2019	False	False	19776	0	598	603	0.2572343
3425	FlowFISH_K562	chrX	48919808	48920708	PQBP1|chrX:48777085-48777985:*	-0.00799574	chrX	48897912	48897913	PQBP1	False	0.970127145119	0.999942784894	True	K562	Fulco2019	False	False	22796	0	619	627	0.12765646
3429	FlowFISH_K562	chrX	48936994	48938034	PQBP1|chrX:48794265-48795305:*	-0.05772863	chrX	48897912	48897913	PQBP1	False	0.178967008929	1.0	True	K562	Fulco2019	False	False	40122	0	753	762	0.21767643
3430	FlowFISH_K562	chrX	48940129	48941279	PIM2|chrX:48797400-48798550:*	-0.504190564	chrX	48919023	48919024	PIM2	True		1.0	True	K562	Fulco2019	True	False	22256	0	612	622	0.31662625
3434	FlowFISH_K562	chrX	48940454	48940954	PQBP1|chrX:48797725-48798225:*	-0.17244917	chrX	48897912	48897913	PQBP1	True	4.10381747461e-07	0.999999999999	True	K562	Fulco2019	True	False	43042	0	780	785	0.2124136
3435	FlowFISH_K562	chrX	48941369	48942569	PIM2|chrX:48798640-48799830:*	-0.397882339	chrX	48919023	48919024	PIM2	True		1.0	True	K562	Fulco2019	True	False	23546	0	622	632	0.14198919
3439	FlowFISH_K562	chrX	48941708	48942244	PQBP1|chrX:48798965-48799505:*	-0.18613475	chrX	48897912	48897913	PQBP1	True	2.53049107499e-11	1.0	True	K562	Fulco2019	True	False	44332	0	790	795	0.107090615
3443	FlowFISH_K562	chrX	48942924	48943424	PQBP1|chrX:48800185-48800685:*	0.0112155	chrX	48897912	48897913	PQBP1	False	0.961017921696	0.999913227757	True	K562	Fulco2019	False	False	45512	0	799	804	0.03100456
3447	FlowFISH_K562	chrX	48943724	48944224	PQBP1|chrX:48800985-48801485:*	0.05409923	chrX	48897912	48897913	PQBP1	False	0.657749939127	0.999999988825	True	K562	Fulco2019	False	False	46312	0	805	810	0.015769765
3451	FlowFISH_K562	chrX	48945685	48946205	PQBP1|chrX:48802945-48803465:*	0.01878585	chrX	48897912	48897913	PQBP1	False	0.895704436792	0.999999999999	True	K562	Fulco2019	False	False	48293	0	821	826	0.029699111
3455	FlowFISH_K562	chrX	48948585	48949085	PQBP1|chrX:48805845-48806345:*	0.01270977	chrX	48897912	48897913	PQBP1	False	0.961017921696	0.999998955443	True	K562	Fulco2019	False	False	51173	0	843	848	0.023346404
3523	FlowFISH_K562	chrX	49120032	49120532	PLP2|chrX:48976385-48976885:*	-0.04082988	chrX	49171926	49171927	PLP2	False	0.671925938163	1.0	True	K562	Fulco2019	False	True	51894	0	42	47	0.04523913
3527	FlowFISH_K562	chrX	49139690	49140190	PLP2|chrX:48996025-48996525:*	-0.14209524	chrX	49171926	49171927	PLP2	False	0.0878797035296	0.963819671722	True	K562	Fulco2019	False	True	32236	0	196	201	0.2925169
3531	FlowFISH_K562	chrX	49148590	49149090	PLP2|chrX:49004925-49005425:*	-0.2328882	chrX	49171926	49171927	PLP2	True	4.37768490296e-05	0.999013820333	True	K562	Fulco2019	True	True	23336	0	265	270	0.2715734
3534	FlowFISH_K562	chrX	49150250	49150750	PLP2|chrX:49006585-49007085:*	0.1337752	chrX	49171926	49171927	PLP2	False	0.398144405929	0.877611696828	True	K562	Fulco2019	False	True	21676	0	278	283	0.055401705
3537	FlowFISH_K562	chrX	49155148	49156608	PLP2|chrX:49011485-49012945:*	-0.11546216	chrX	49171926	49171927	PLP2	True	1.57739731757e-19	1.0	True	K562	Fulco2019	True	True	16778	0	316	329	0.11855461
3541	FlowFISH_K562	chrX	49161593	49162093	PLP2|chrX:49014485-49014985:*	0.03154148	chrX	49171926	49171927	PLP2	False	0.841183984542	0.999999076165	True	K562	Fulco2019	False	True	10333	0	367	372	0.091633216
3545	FlowFISH_K562	chrX	49163947	49164447	PLP2|chrX:49020285-49020785:*	-0.14164992	chrX	49171926	49171927	PLP2	True	2.64835353488e-15	1.0	True	K562	Fulco2019	True	True	7979	0	385	390	0.7588856
3549	FlowFISH_K562	chrX	49166366	49166866	PLP2|chrX:49022705-49023205:*	-0.2207606	chrX	49171926	49171927	PLP2	True	8.91953673665e-31	1.0	True	K562	Fulco2019	True	True	5560	0	404	409	0.62025493
3553	FlowFISH_K562	chrX	49167166	49167746	PLP2|chrX:49023505-49024085:*	-0.3785924	chrX	49171926	49171927	PLP2	True	1.10346697994e-121	1.0	True	K562	Fulco2019	True	True	4760	0	410	416	1.5839597
3563	FlowFISH_K562	chrX	49177416	49177916	PLP2|chrX:49033765-49034265:*	-0.05405489	chrX	49171926	49171927	PLP2	True	0.0392584471389	1.0	True	K562	Fulco2019	True	False	5990	0	490	495	0.12219552
3567	FlowFISH_K562	chrX	49188652	49189152	PLP2|chrX:49045105-49045605:*	0.03145641	chrX	49171926	49171927	PLP2	False	0.398144405929	1.0	True	K562	Fulco2019	False	False	17226	0	578	583	0.08865879
3571	FlowFISH_K562	chrX	49189232	49189732	PLP2|chrX:49045685-49046185:*	0.00480674	chrX	49171926	49171927	PLP2	False	0.94392281737	1.0	True	K562	Fulco2019	False	False	17806	0	583	588	0.07884178
3575	FlowFISH_K562	chrX	49190908	49191428	PLP2|chrX:49047365-49047885:*	0.01423898	chrX	49171926	49171927	PLP2	False	0.833139987315	1.0	True	K562	Fulco2019	False	False	19502	0	596	601	0.2058709
3579	FlowFISH_K562	chrX	49192648	49193148	PLP2|chrX:49049105-49049605:*	-0.03177456	chrX	49171926	49171927	PLP2	False	0.702311528585	1.0	True	K562	Fulco2019	False	False	21222	0	609	614	0.058547735
3583	FlowFISH_K562	chrX	49193388	49193908	PLP2|chrX:49049845-49050365:*	-0.08284968	chrX	49171926	49171927	PLP2	True	0.00177605078995	1.0	True	K562	Fulco2019	True	False	21982	0	615	620	0.09745586
3587	FlowFISH_K562	chrX	49209725	49210285	PLP2|chrX:49066185-49066745:*	-0.00359979	chrX	49171926	49171927	PLP2	False	0.987605325643	1.0	True	K562	Fulco2019	False	False	38359	0	743	748	0.14849259
3750	FlowFISH_K562	chrX	55028229	55028268	ALAS2|chrX:55054662-55054701:*	-0.93	chrX	55031063	55031064	ALAS2	True		0.999983164	True	K562	Wakabayashi2016	True	True	2834	0	425	427	4.4625797
3751	Gasperini2019	chr1	3803570	3805848	LRRC47|chr1:3720134-3722412:.	-0.0014712651521705	chr1	3796503	3796504	LRRC47	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	9345	0	503	522	0.17361638
3752	Gasperini2019	chr1	3803570	3805848	SMIM1|chr1:3720134-3722412:.	0.0256769239939025	chr1	3772788	3772789	SMIM1	False	0.994159681139454	1.0	True	K562	Gasperini et al., 2019	False	False	33060	0	688	707	0.13620763
3756	Gasperini2019	chr1	8858063	8858563	ENO1|chr1:8918122-8918622:.	-0.107409455981821	chr1	8879248	8879249	ENO1	True	0.0043960800464262	0.85	True	K562	Gasperini et al., 2019	True	True	21185	0	282	287	0.019186825
3786	Gasperini2019	chr1	23716065	23716565	RPL11|chr1:24042555-24043055:.	0.0360736017599372	chr1	23691779	23691780	RPL11	False	0.998233583667064	0.95	True	K562	Gasperini et al., 2019	False	False	24786	0	637	642	0.035063975
3799	Gasperini2019	chr1	25933351	25933954	STMN1|chr1:26259842-26260445:.	-0.122234975903461	chr1	25906990	25906991	STMN1	True	4.58113022712261e-06	1.0	True	K562	Gasperini et al., 2019	True	False	26964	0	653	659	0.0022544006
3814	Gasperini2019	chr1	26377523	26378866	LIN28A|chr1:26704014-26705357:.	-0.0517160214575402	chr1	26410778	26410779	LIN28A	True	0.009664204848783	0.9	True	K562	Gasperini et al., 2019	True	True	33255	0	188	199	0.39371607
3819	Gasperini2019	chr1	26500769	26501550	HMGN2|chr1:26827260-26828041:.	-0.0123007230462849	chr1	26472450	26472451	HMGN2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	29100	0	669	676	0.3283036
3848	Gasperini2019	chr1	27523007	27523999	WASF2|chr1:27849518-27850510:.	0.0124083499153043	chr1	27490157	27490158	WASF2	False	0.999918430877266	0.95	True	K562	Gasperini et al., 2019	False	False	33842	0	704	713	0.044738382
3853	Gasperini2019	chr1	27869198	27869698	PPP1R8|chr1:28195709-28196209:.	-0.0031563316199478	chr1	27830778	27830779	PPP1R8	False	0.997331317912553	1.0	True	K562	Gasperini et al., 2019	False	False	38920	0	748	753	0.234207
3860	Gasperini2019	chr1	28249311	28250231	ATPIF1|chr1:28575822-28576742:.	-0.0459219496020033	chr1	28236109	28236110	ATPIF1	False	0.70867027617368	1.0	True	K562	Gasperini et al., 2019	False	False	14122	0	551	559	0.20415458
3861	Gasperini2019	chr1	28249311	28250231	DNAJC8|chr1:28575822-28576742:.	-0.0252516147083142	chr1	28233024	28233025	DNAJC8	False	0.969895697576047	1.0	True	K562	Gasperini et al., 2019	False	False	17207	0	575	583	0.07855693
3887	Gasperini2019	chr1	28883765	28884265	EPB41|chr1:29210277-29210777:.	-0.265214197716918	chr1	28887091	28887092	EPB41	True	1.25439589725502e-58	1.0	True	K562	Gasperini et al., 2019	True	True	3326	0	422	426	0.70475817
3896	Gasperini2019	chr1	28884388	28885427	EPB41|chr1:29210900-29211939:.	-0.199432411592418	chr1	28887091	28887092	EPB41	True	1.25640259840756e-37	1.0	True	K562	Gasperini et al., 2019	True	True	2703	0	426	436	0.43183208
3935	Gasperini2019	chr1	31954553	31955764	PTP4A2|chr1:32420154-32421365:.	-0.0666084714008376	chr1	31944855	31944856	PTP4A2	False	0.14340600880935	1.0	True	K562	Gasperini et al., 2019	False	False	10909	0	523	534	0.01173881
3937	Gasperini2019	chr1	31955934	31956777	PTP4A2|chr1:32421535-32422378:.	-0.0612290221576284	chr1	31944855	31944856	PTP4A2	False	0.666222360968042	1.0	True	K562	Gasperini et al., 2019	False	False	11922	0	534	542	0.013620297
3940	Gasperini2019	chr1	31957624	31958294	KHDRBS1|chr1:32423225-32423895:.	0.0182905018225061	chr1	32013829	32013830	KHDRBS1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	56205	0	8	15	0.027947813
3942	Gasperini2019	chr1	31957624	31958294	PTP4A2|chr1:32423225-32423895:.	-0.0208066759502308	chr1	31944855	31944856	PTP4A2	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	13439	0	547	553	0.0063451864
3960	Gasperini2019	chr1	35673871	35674539	PSMB2|chr1:36139472-36140140:.	-0.0119747758997494	chr1	35641843	35641844	PSMB2	False	0.53714834167735	0.95	True	K562	Gasperini et al., 2019	False	False	32696	0	698	704	0.00062180945
3962	Gasperini2019	chr1	36411834	36412334	MRPS15|chr1:36877435-36877935:.	0.0100761027713601	chr1	36464436	36464437	MRPS15	False	0.999918430877266	0.9	True	K562	Gasperini et al., 2019	False	True	52602	0	37	41	0.031168679
3966	Gasperini2019	chr1	36492528	36493028	MRPS15|chr1:36958129-36958629:.	-0.0554559317288815	chr1	36464436	36464437	MRPS15	False	0.609287856262306	0.95	True	K562	Gasperini et al., 2019	False	False	28592	0	667	672	0.086804226
4012	Gasperini2019	chr1	40036551	40037051	CAP1|chr1:40502223-40502723:.	-0.0101772974049131	chr1	40040233	40040234	CAP1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	3682	0	419	424	0.029916216
4033	Gasperini2019	chr1	45574036	45574769	PRDX1|chr1:46039708-46040441:.	-0.0376703193869539	chr1	45523046	45523047	PRDX1	False	0.963455207964753	1.0	True	K562	Gasperini et al., 2019	False	False	51723	0	846	853	0.0002998282
4062	Gasperini2019	chr1	50976328	50979858	CDKN2C|chr1:51442000-51445530:.	-0.0339844591810934	chr1	50960745	50960746	CDKN2C	False	0.202566083983943	1.0	True	K562	Gasperini et al., 2019	False	False	19113	0	569	598	0.0026797347
4064	Gasperini2019	chr1	50976328	50979858	FAF1|chr1:51442000-51445530:.	-0.0098490940565715	chr1	50960262	50960263	FAF1	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	False	19596	0	573	602	0.16751923
4069	Gasperini2019	chr1	51896789	51897289	NRDC|chr1:52362461-52362961:.	-0.0229608898845406	chr1	51878936	51878937	NRDC	False	0.549037428155827	0.9	True	K562	Gasperini et al., 2019	False	False	18353	0	587	592	0.013311595
4088	Gasperini2019	chr1	67431689	67432564	SERBP1|chr1:67897372-67898247:.	-0.0329749485699713	chr1	67430414	67430415	SERBP1	False	0.878474430400689	1.0	True	K562	Gasperini et al., 2019	False	False	2150	0	457	465	0.26148733
4090	Gasperini2019	chr1	67479062	67479777	SERBP1|chr1:67944745-67945460:.	-0.0309326346452263	chr1	67430414	67430415	SERBP1	False	0.443815515551804	1.0	True	K562	Gasperini et al., 2019	False	False	49363	0	828	834	0.29128072
4093	Gasperini2019	chr1	67682485	67683200	GADD45A|chr1:68148168-68148883:.	-0.0804271540076778	chr1	67685061	67685062	GADD45A	True	0.0218865199813942	1.0	True	K562	Gasperini et al., 2019	True	True	2576	0	427	434	0.3312407
4100	Gasperini2019	chr1	85224598	85225505	C1orf52|chr1:85690281-85691188:.	-0.0113191714486002	chr1	85259671	85259672	C1orf52	False	0.999918430877266	1.0	True	K562	Gasperini et al., 2019	False	True	35073	0	173	182	0.23416479
4110	Gasperini2019	chr1	95084201	95084944	TMEM56|chr1:95549757-95550500:.	-0.121579208908826	chr1	95117338	95117339	TMEM56	True	0.0133980729551526	0.6	True	K562	Gasperini et al., 2019	True	True	33137	0	189	195	0.09769449
4111	Gasperini2019	chr1	95085335	95085835	TMEM56|chr1:95550891-95551391:.	-0.232876715711768	chr1	95117338	95117339	TMEM56	True	1.58589671640114e-43	0.8	True	K562	Gasperini et al., 2019	True	True	32003	0	197	202	0.33456248
4112	Gasperini2019	chr1	95086848	95087635	TMEM56|chr1:95552404-95553191:.	-0.0941626684501351	chr1	95117338	95117339	TMEM56	True	4.74109566032071e-05	0.8	True	K562	Gasperini et al., 2019	True	True	30490	0	209	216	0.21434481
4113	Gasperini2019	chr1	95115581	95116081	TMEM56|chr1:95581137-95581637:.	-0.126414244115867	chr1	95117338	95117339	TMEM56	True	2.9986644501389e-09	0.9	True	K562	Gasperini et al., 2019	True	True	1757	0	434	439	0.30535793
4114	Gasperini2019	chr1	108533276	108534274	FAM102B|chr1:109075898-109076896:.	-0.0392917947922745	chr1	108560089	108560090	FAM102B	True	0.0001760847454379	0.4	True	K562	Gasperini et al., 2019	True	True	26813	0	238	247	0.36062017
4148	Gasperini2019	chr1	111467757	111468257	WDR77|chr1:112010379-112010879:.	-0.0409029944637667	chr1	111449375	111449376	WDR77	False	0.850502514458744	0.95	True	K562	Gasperini et al., 2019	False	False	18882	0	591	596	0.36922544
4184	Gasperini2019	chr1	150976787	150977582	CERS2|chr1:150949263-150950058:.	-0.0816888532511099	chr1	150975003	150975004	CERS2	True	2.42747048814442e-05	1.0	True	K562	Gasperini et al., 2019	True	False	2579	0	461	469	0.87831557
